"","reportdate","overall","ownership","locationid","location_start_2025","location_end_2025","good","rating"
"19526",2019-10-15,"Good","For-profit","1-2448863376",20493,NA,1,"Good"
"19527",2019-10-15,"Good","For-profit","1-261152454",18791,NA,1,"Good"
"19528",2019-10-15,"Requires improvement","For-profit","1-2650077026",20608,22083,0,"Requires improvement"
"19529",2019-10-15,"Good","For-profit","1-4207346477",21091,NA,1,"Good"
"19530",2019-10-15,"Good","For-profit","1-5328451104",21343,NA,1,"Good"
"19531",2019-10-15,"Good","For-profit","1-5644688899",21468,NA,1,"Good"
"19532",2019-10-15,"Requires improvement","For-profit","1-5710037902",21433,NA,0,"Requires improvement"
"19533",2019-10-15,"Good","For-profit","1-629801401",19421,NA,1,"Good"
"19534",2019-10-16,"Requires improvement","For-profit","1-1080426281",19680,22643,0,"Requires improvement"
"19535",2019-10-16,"Good","For-profit","1-121681808",18602,NA,1,"Good"
"19536",2019-10-16,"Good","Third sector","1-129855543",18597,NA,1,"Good"
"19537",2019-10-16,"Good","For-profit","1-1829474200",20085,23583,1,"Good"
"19538",2019-10-16,"Good","For-profit","1-221815801",18728,NA,1,"Good"
"19539",2019-10-16,"Requires improvement","For-profit","1-3014307542",20758,21991,0,"Requires improvement"
"19540",2019-10-16,"Good","For-profit","1-3125707427",20793,NA,1,"Good"
"19541",2019-10-16,"Requires improvement","For-profit","1-4313733230",21084,NA,0,"Requires improvement"
"19542",2019-10-16,"Outstanding","For-profit","1-4994388558",21311,NA,1,"Outstanding"
"19543",2019-10-16,"Inadequate","For-profit","1-5523170233",21389,21875,0,"Inadequate"
"19544",2019-10-16,"Good","For-profit","1-5532270701",21437,NA,1,"Good"
"19545",2019-10-16,"Requires improvement","For-profit","1-567247566",19360,NA,0,"Requires improvement"
"19546",2019-10-16,"Good","For-profit","1-5828177220",21472,NA,1,"Good"
"19547",2019-10-16,"Requires improvement","For-profit","1-591663726",19410,NA,0,"Requires improvement"
"19548",2019-10-17,"Good","For-profit","1-11294881750",22489,NA,1,"Good"
"19549",2019-10-17,"Requires improvement","For-profit","1-1883574591",20114,21838,0,"Requires improvement"
"19550",2019-10-17,"Good","Third sector","1-2060751221",20223,NA,1,"Good"
"19551",2019-10-17,"Requires improvement","For-profit","1-2244221725",20408,NA,0,"Requires improvement"
"19552",2019-10-17,"Good","For-profit","1-3310612304",20922,23174,1,"Good"
"19553",2019-10-17,"Good","For-profit","1-353887535",18996,23149,1,"Good"
"19554",2019-10-17,"Requires improvement","For-profit","1-369821181",19030,NA,0,"Requires improvement"
"19555",2019-10-17,"Requires improvement","For-profit","1-415220690",19110,NA,0,"Requires improvement"
"19556",2019-10-17,"Outstanding","For-profit","1-5348431575",21405,NA,1,"Outstanding"
"19557",2019-10-17,"Good","For-profit","1-5359813792",21375,23337,1,"Good"
"19558",2019-10-17,"Good","For-profit","1-548983403",19338,NA,1,"Good"
"19559",2019-10-17,"Good","For-profit","1-5531920920",21395,NA,1,"Good"
"19560",2019-10-17,"Good","For-profit","1-5653068238",21420,22489,1,"Good"
"19561",2019-10-17,"Requires improvement","For-profit","1-6064964348",21511,NA,0,"Requires improvement"
"19562",2019-10-17,"Good","For-profit","1-6437089411",21593,NA,1,"Good"
"19563",2019-10-17,"Good","For-profit","1-7207592761",21752,NA,1,"Good"
"19564",2019-10-17,"Good","For-profit","1-763291179",19523,NA,1,"Good"
"19565",2019-10-17,"Requires improvement","For-profit","1-7653122545",21838,NA,0,"Requires improvement"
"19566",2019-10-18,"Good","Third sector","1-121773590",18701,NA,1,"Good"
